bn:00000004n	صفر
bn:00093472v	بیچنا
bn:00093472v	فروخت
bn:00093474v	بیچنا
bn:00093485v	بھیجنا
bn:00093486v	بھیجنا
bn:00093519v	رکھنا
bn:00093527v	رکھنا
bn:00093560v	ہلنا
bn:00093591v	کاٹنا
bn:00093625v	چمکنا
bn:00093626v	چمکنا
bn:00093639v	لرزنا
bn:00093639v	کانپنا
bn:00093662v	خریداری
bn:00093662v	خریدنا
bn:00093676v	چیخ
bn:00093676v	چیخنا
bn:00093679v	دھکا
bn:00093679v	دھکیلنا
bn:00093680v	ڈالنا
bn:00093682v	دکھاوا
bn:00093682v	دکھنا
bn:00093682v	پیش
bn:00093683v	دکھنا
bn:00093684v	دکھنا
bn:00093685v	دکھنا
bn:00093733v	اشارہ
bn:00093757v	گانا
bn:00093758v	گانا
bn:00093769v	ڈوبنا
bn:00093770v	ڈوبنا
bn:00093773v	پینا
bn:00093776v	بیٹھنا
bn:00093777v	بیٹھنا
bn:00093778v	بیٹھنا
bn:00093779v	بیٹھنا
bn:00093808v	پھسلنا
bn:00093867v	جاسوسی
bn:00093875v	پھسلنا
bn:00093882v	پھسلنا
bn:00093882v	چوری
bn:00093883v	پھسلنا
bn:00093934v	مسکرانا
bn:00093939v	پینا
bn:00093963v	ٹوٹنا
bn:00093966v	چھیننا
bn:00093971v	چھیننا
bn:00094089v	بات
bn:00094089v	بول
bn:00094089v	بولنا
bn:00094089v	کہنا
bn:00094090v	بول
bn:00094090v	بولنا
bn:00094109v	لکھنا
bn:00094115v	خرچ
bn:00094123v	بول
bn:00094141v	چھڑکنا
bn:00094183v	ہٹنا
bn:00094213v	مربع
bn:00094224v	دابنا
bn:00094234v	مڑنا
bn:00094250v	رنگنا
bn:00094275v	کھڑا
bn:00094277v	کھڑا
bn:00094278v	کھڑا
bn:00094307v	رہنا
bn:00094307v	ٹھہرنا
bn:00094308v	رہنا
bn:00094314v	چرانا
bn:00094314v	چوری
bn:00094317v	بھاپ
bn:00094373v	ہلنا
bn:00094374v	چھونا
bn:00094397v	روکنا
bn:00094397v	رکنا
bn:00094398v	روکنا
bn:00094453v	مار
bn:00094454v	بجنا
bn:00094454v	مار
bn:00094501v	سیکھنا
bn:00094507v	کھانا
bn:00094535v	ڈوبنا
bn:00094565v	چوسنا
bn:00094566v	چوسنا
bn:00094573v	پڑنا
bn:00094575v	پڑنا
bn:00094635v	معطل
bn:00094675v	تیرنا
bn:00094689v	گھومنا
bn:00094832v	چکھنا
bn:00094841v	پھٹنا
bn:00094862v	بتانا
bn:00094862v	کہنا
bn:00094863v	بتانا
bn:00094863v	کہنا
bn:00094870v	دیکھ
bn:00094906v	سوچنا
bn:00094907v	سوچنا
bn:00094927v	دھمکی
bn:00094931v	دھڑکنا
bn:00094934v	پھینکنا
bn:00094934v	ڈالنا
bn:00094935v	پھینکنا
bn:00094935v	ڈالنا
bn:00094936v	پھینکنا
bn:00094936v	ڈالنا
bn:00094937v	ڈالنا
bn:00094956v	باندھنا
bn:00095009v	بجنا
bn:00095035v	پھینکنا
bn:00095040v	لگنا
bn:00095040v	چھونا
bn:00095041v	چھونا
bn:00095042v	چھونا
bn:00095073v	کچلنا
bn:00095074v	کچلنا
bn:00095130v	آنا
bn:00095149v	لرزنا
bn:00095233v	بدلنا
bn:00095233v	تبدیل
bn:00095233v	موڑنا
bn:00095233v	مڑنا
bn:00095233v	پھرنا
bn:00095233v	پھیرنا
bn:00095233v	گھومنا
bn:00095234v	گھومنا
bn:00095235v	گھومنا
bn:00095236v	بدلنا
bn:00095375v	جاننا
bn:00095375v	سمجھ
bn:00095375v	سمجھنا
bn:00095400v	متحد
bn:00095516v	تصدیق
bn:00095578v	ضمانت
bn:00095588v	چلنا
bn:00095591v	ہلنا
bn:00095593v	انتظار
bn:00095595v	جاگنا
bn:00095597v	چلنا
bn:00095598v	چلنا
bn:00095599v	چلنا
bn:00095600v	چلنا
bn:00095627v	چاہنا
bn:00095628v	چاہنا
bn:00095642v	خبردار
bn:00095654v	دھونا
bn:00095656v	دھونا
bn:00095665v	دیکھنا
bn:00095665v	رکھنا
bn:00095680v	بننا
bn:00095681v	موم
bn:00095688v	پہننا
bn:00095701v	رکھنا
bn:00095705v	خیر
bn:00095714v	گیلے
bn:00095777v	جیت
bn:00095777v	جیتنا
bn:00095777v	فتح
bn:00095802v	چاہنا
bn:00095803v	چاہنا
bn:00095804v	چاہنا
bn:00095812v	کام
bn:00095813v	کام
bn:00095836v	لپیٹنا
bn:00095847v	لکھنا
bn:00095848v	لکھنا
bn:00095849v	لکھنا
bn:00095887a	ایک
bn:00095887a	واحد
bn:00095891a	ہزار
bn:00095949a	پہلا
bn:00095949a	پہلی
bn:00095950a	دو
bn:00095974a	دوسرا
bn:00095975a	تین
bn:00096000a	تیسرا
bn:00096000a	تیسری
bn:00096000a	تیسرے
bn:00096026a	چوتھا
bn:00096026a	چوتھی
bn:00096026a	چوتھے
bn:00096043a	پانچواں
bn:00096074a	ساتواں
bn:00096109a	چند
bn:00096119a	شرمندہ
bn:00096124a	مختصر
bn:00096136a	مستقل
bn:00096139a	کم
bn:00096151a	قابل
bn:00096152a	قابل
bn:00096158a	معمولی
bn:00096165a	خوفناک
bn:00096171a	ناکام
bn:00096188a	تیز
bn:00096192a	غائب
bn:00096195a	مطلق
bn:00096204a	جذب
bn:00096205a	جذب
bn:00096208a	دلچسپ
bn:00096246a	قبول
bn:00096251a	قبول
bn:00096275a	یافتہ
bn:00096276a	مکمل
bn:00096277a	ثابت
bn:00096292a	درست
bn:00096293a	عین
bn:00096298a	عادی
bn:00096306a	تلخ
bn:00096348a	واقف
bn:00096351a	حاصل
bn:00096355a	تلخ
bn:00096366a	وسیع
bn:00096383a	لڑاکا
bn:00096385a	سرگرم
bn:00096386a	سرگرم
bn:00096399a	اصل
bn:00096399a	حقیقی
bn:00096399a	لفظی
bn:00096404a	تیز
bn:00096407a	شدید
bn:00096408a	شدید
bn:00096409a	تیز
bn:00096445a	اچھا
bn:00096446a	کافی
bn:00096447a	کافی
bn:00096449a	قابل
bn:00096455a	اگلا
bn:00096455a	دوسرا
bn:00096461a	نائب
bn:00096474a	انتظامی
bn:00096478a	قبول
bn:00096515a	بالغ
bn:00096527a	یافتہ
bn:00096529a	جدید
bn:00096535a	فائدہ
bn:00096562a	ابدی
bn:00096562a	دائمی
bn:00096582a	طبی
bn:00096592a	متاثر
bn:00096593a	متاثر
bn:00096597a	گرم
bn:00096599a	مربوط
bn:00096599a	وابستہ
bn:00096612a	امیر
bn:00096625a	خوفزدہ
bn:00096629a	افریقی
bn:00096644a	بزرگ
bn:00096658a	مجموعی
bn:00096663a	حیران
bn:00096664a	تیز
bn:00096664a	چست
bn:00096671a	روشن
bn:00096694a	زرعی
bn:00096705a	بیمار
bn:00096707a	اپنا
bn:00096755a	ہوشیار
bn:00096756a	تیز
bn:00096773a	غیر
bn:00096774a	اجنبی
bn:00096774a	غیر
bn:00096787a	زندہ
bn:00096788a	زندہ
bn:00096798a	تمام
bn:00096798a	سارا
bn:00096798a	سب
bn:00096798a	پورا
bn:00096798a	کل
bn:00096803a	ضروری
bn:00096815a	مردہ
bn:00096816a	سے
bn:00096817a	ٹھیک
bn:00096821a	مبینہ
bn:00096822a	مبینہ
bn:00096869a	اکیلا
bn:00096869a	اکیلی
bn:00096869a	اکیلے
bn:00096870a	اکیلا
bn:00096870a	اکیلے
bn:00096870a	تنہا
bn:00096924a	حیران
bn:00096934a	مبہم
bn:00096935a	مبہم
bn:00096973a	دوستانہ
bn:00096976a	غلط
bn:00097000a	کافی
bn:00097001a	کافی
bn:00097006a	مزاحیہ
bn:00097066a	قدیم
bn:00097067a	قدیم
bn:00097090a	فرشتہ
bn:00097107a	ناراض
bn:00097145a	ناراض
bn:00097146a	پریشان
bn:00097154a	گمنام
bn:00097165a	دوسرا
bn:00097208a	مخالف
bn:00097258a	پرانا
bn:00097285a	کوئی
bn:00097350a	ظاہر
bn:00097350a	واضح
bn:00097351a	ظاہر
bn:00097351a	واضح
bn:00097375a	مقرر
bn:00097376a	مقرر
bn:00097377a	مقرر
bn:00097398a	مناسب
bn:00097400a	منظور
bn:00097409a	ذہین
bn:00097433a	غیر
bn:00097448a	قدیم
bn:00097467a	جذباتی
bn:00097467a	پرجوش
bn:00097470a	مشکل
bn:00097493a	نرم
bn:00097496a	مسلح
bn:00097521a	خالص
bn:00097521a	مکمل
bn:00097526a	مغرور
bn:00097548a	مصنوعی
bn:00097549a	مصنوعی
bn:00097552a	فنکارانہ
bn:00097553a	فنکارانہ
bn:00097581a	شرمندہ
bn:00097591a	مرحوم
bn:00097599a	کھلنا
bn:00097622a	مخلوط
bn:00097623a	مختلف
bn:00097625a	خیالی
bn:00097657a	تیز
bn:00097657a	ذہین
bn:00097673a	آزاد
bn:00097697a	جوہری
bn:00097709a	خوفناک
bn:00097710a	خوفناک
bn:00097733a	دلکش
bn:00097745a	خالی
bn:00097748a	بہادر
bn:00097762a	عظیم
bn:00097763a	قابل
bn:00097782a	سخت
bn:00097793a	مستند
bn:00097794a	حقیقی
bn:00097794a	مستند
bn:00097829a	آزاد
bn:00097844a	اضافی
bn:00097846a	موجود
bn:00097850a	لالچی
bn:00097854a	اوسط
bn:00097855a	اوسط
bn:00097855a	عام
bn:00097879a	آگاہ
bn:00097879a	واقف
bn:00097890a	خوفناک
bn:00097938a	پیچھے
bn:00097943a	مسلسل
bn:00097966a	برا
bn:00097966a	خراب
bn:00097966a	ناقص
bn:00097967a	بڑا
bn:00098013a	معمولی
bn:00098021a	عظیم
bn:00098029a	چھوٹا
bn:00098042a	وحشی
bn:00098049a	کم
bn:00098053a	سادہ
bn:00098055a	خالی
bn:00098057a	سادہ
bn:00098073a	شریف
bn:00098085a	کم
bn:00098091a	چھوٹا
bn:00098095a	مبنی
bn:00098100a	بنیادی
bn:00098101a	بنیادی
bn:00098116a	گہری
bn:00098117a	جعلی
bn:00098171a	خوبصورت
bn:00098197a	پہلا
bn:00098214a	قابل
bn:00098243a	اچھا
bn:00098243a	مند
bn:00098246a	ہمدرد
bn:00098274a	بہترین
bn:00098342a	بڑا
bn:00098342a	بڑی
bn:00098342a	وسیع
bn:00098343a	بڑا
bn:00098343a	بڑی
bn:00098344a	بڑی
bn:00098345a	بڑی
bn:00098345a	ممتاز
bn:00098345a	نمایاں
bn:00098351a	آزاد
bn:00098352a	حاملہ
bn:00098369a	طرفہ
bn:00098417a	حیاتیاتی
bn:00098461a	تلخ
bn:00098462a	تلخ
bn:00098463a	تلخ
bn:00098477a	حقیقی
bn:00098477a	عجیب
bn:00098480a	سیاہ
bn:00098481a	سیاہ
bn:00098484a	تاریک
bn:00098484a	سیاہ
bn:00098485a	تباہ
bn:00098485a	سیاہ
bn:00098485a	کن
bn:00098487a	سیاہ
bn:00098521a	نرم
bn:00098523a	ہموار
bn:00098524a	خالی
bn:00098543a	واضح
bn:00098550a	غیر
bn:00098556a	مبارک
bn:00098562a	اندھا
bn:00098570a	گرم
bn:00098578a	سنہرے
bn:00098581a	سرخ
bn:00098606a	نیلا
bn:00098752a	پابند
bn:00098755a	پابند
bn:00098761a	محدود
bn:00098794a	تازہ
bn:00098794a	تیز
bn:00098805a	بیمار
bn:00098805a	پاگل
bn:00098825a	بلند
bn:00098827a	بہادر
bn:00098829a	طاقتور
bn:00098854a	مختصر
bn:00098855a	مختصر
bn:00098857a	روشن
bn:00098858a	روشن
bn:00098859a	روشن
bn:00098871a	عظیم
bn:00098887a	بڑا
bn:00098887a	وسیع
bn:00098888a	وسیع
bn:00098889a	وسیع
bn:00098891a	وسیع
bn:00098893a	آزاد
bn:00098905a	بڑا
bn:00098905a	غیر
bn:00098905a	وسیع
bn:00098916a	پریشان
bn:00098942a	بھوری
bn:00098994a	ذاتی
bn:00098994a	فطری
bn:00099012a	سستے
bn:00099057a	مصروف
bn:00099058a	مصروف
bn:00099059a	مصروف
bn:00099060a	مصروف
bn:00099104a	ذہین
bn:00099145a	خاموش
bn:00099145a	پرسکون
bn:00099215a	قابل
bn:00099216a	قابل
bn:00099258a	بنیادی
bn:00099258a	مرکزی
bn:00099268a	محتاط
bn:00099313a	انفرادی
bn:00099380a	کیتھولک
bn:00099399a	غیر
bn:00099411a	مشہور
bn:00099411a	معروف
bn:00099441a	مرکزی
bn:00099474a	مقرر
bn:00099474a	کوئی
bn:00099474a	یقینی
bn:00099475a	یقینی
bn:00099476a	یقینی
bn:00099477a	یقینی
bn:00099479a	یقینی
bn:00099480a	یقینی
bn:00099486a	اہل
bn:00099521a	ثابت
bn:00099521a	غیر
bn:00099521a	مستقل
bn:00099532a	مخصوص
bn:00099542a	دلکش
bn:00099543a	جادو
bn:00099557a	سستا
bn:00099557a	سستے
bn:00099577a	کیمیائی
bn:00099578a	کیمیائی
bn:00099583a	قیمتی
bn:00099594a	ہوشیار
bn:00099596a	زرد
bn:00099598a	اہم
bn:00099605a	سادہ
bn:00099609a	سرد
bn:00099634a	منتخب
bn:00099655a	عیسائی
bn:00099655a	مسیحی
bn:00099656a	عیسائی
bn:00099702a	گول
bn:00099712a	محدود
bn:00099725a	شہری
bn:00099727a	شہری
bn:00099743a	خفیہ
bn:00099775a	بھاری
bn:00099776a	صاف
bn:00099777a	صاف
bn:00099778a	صاف
bn:00099780a	صاف
bn:00099791a	صاف
bn:00099795a	واضح
bn:00099796a	گناہ
bn:00099802a	صاف
bn:00099802a	ظاہر
bn:00099802a	واضح
bn:00099803a	صاف
bn:00099803a	واضح
bn:00099804a	صاف
bn:00099805a	صاف
bn:00099808a	واضح
bn:00099857a	قریبی
bn:00099858a	قریبی
bn:00099860a	قریبی
bn:00099861a	وفادار
bn:00099876a	بند
bn:00099877a	بند
bn:00099878a	بند
bn:00099879a	بند
bn:00099880a	بند
bn:00099929a	عام
bn:00099943a	شفاف
bn:00099949a	پاگل
bn:00099981a	سرد
bn:00099982a	سرد
bn:00099983a	سرد
bn:00099988a	سرد
bn:00099989a	انسانی
bn:00100075a	مزاحیہ
bn:00100081a	تجارتی
bn:00100082a	تجارتی
bn:00100090a	شامل
bn:00100090a	عام
bn:00100090a	مشترک
bn:00100091a	عام
bn:00100092a	عام
bn:00100092a	مشترک
bn:00100093a	عام
bn:00100094a	عام
bn:00100095a	عام
bn:00100122a	دار
bn:00100133a	قابل
bn:00100133a	مجاز
bn:00100134a	مجاز
bn:00100144a	مکمل
bn:00100145a	مکمل
bn:00100148a	پیچیدہ
bn:00100150a	مشکل
bn:00100150a	پیچیدہ
bn:00100152a	مفت
bn:00100162a	جامع
bn:00100173a	ضروری
bn:00100181a	پوشیدہ
bn:00100203a	آخری
bn:00100203a	حتمی
bn:00100213a	مشروط
bn:00100225a	قائل
bn:00100225a	مثبت
bn:00100227a	خفیہ
bn:00100240a	مثبت
bn:00100261a	پیدائشی
bn:00100305a	مقدس
bn:00100309a	متفق
bn:00100320a	یکساں
bn:00100334a	قائم
bn:00100370a	فوری
bn:00100383a	مسلسل
bn:00100384a	جاری
bn:00100385a	مسلسل
bn:00100386a	مسلسل
bn:00100392a	متضاد
bn:00100415a	آسان
bn:00100416a	روایتی
bn:00100417a	ثابت
bn:00100417a	روایتی
bn:00100418a	روایتی
bn:00100420a	روایتی
bn:00100421a	روایتی
bn:00100431a	قائل
bn:00100441a	ٹھنڈا
bn:00100487a	جسمانی
bn:00100490a	درست
bn:00100490a	صحیح
bn:00100490a	ٹھیک
bn:00100491a	درست
bn:00100491a	صحیح
bn:00100491a	مناسب
bn:00100491a	ٹھیک
bn:00100492a	صحیح
bn:00100510a	خراب
bn:00100536a	عام
bn:00100544a	مہنگی
bn:00100544a	مہنگے
bn:00100545a	مہنگی
bn:00100610a	پاگل
bn:00100611a	پاگل
bn:00100628a	قابل
bn:00100654a	سرخ
bn:00100663a	تیز
bn:00100668a	مختصر
bn:00100672a	اہم
bn:00100673a	اہم
bn:00100674a	اہم
bn:00100675a	اہم
bn:00100676a	اہم
bn:00100716a	اہم
bn:00100721a	خام
bn:00100722a	خام
bn:00100724a	قدیم
bn:00100725a	خام
bn:00100740a	پراسرار
bn:00100740a	پوشیدہ
bn:00100744a	شفاف
bn:00100745a	واضح
bn:00100783a	عجیب
bn:00100895a	خطرناک
bn:00100896a	خطرناک
bn:00100896a	سنگین
bn:00100902a	اندھیری
bn:00100902a	تاریک
bn:00100902a	سیاہ
bn:00100903a	سیاہ
bn:00100904a	سیاہ
bn:00100907a	غیر
bn:00100907a	مبہم
bn:00100914a	سبز
bn:00100948a	مردہ
bn:00100948a	ہلاک
bn:00100949a	مردہ
bn:00100950a	مردہ
bn:00100969a	مہلک
bn:00100972a	مہلک
bn:00100981a	اچھا
bn:00101007a	گمراہ
bn:00101043a	گہری
bn:00101043a	گہرے
bn:00101044a	گہری
bn:00101044a	گہرے
bn:00101045a	گہری
bn:00101045a	گہرے
bn:00101046a	گہری
bn:00101047a	گہری
bn:00101048a	امیر
bn:00101048a	گہرے
bn:00101070a	مایوس
bn:00101071a	ناقص
bn:00101072a	ناقص
bn:00101077a	ننگی
bn:00101078a	دفاعی
bn:00101083a	کم
bn:00101084a	ناکافی
bn:00101090a	خاص
bn:00101090a	یقینی
bn:00101092a	یقینی
bn:00101103a	علیحدہ
bn:00101121a	نازک
bn:00101122a	نازک
bn:00101123a	نازک
bn:00101124a	نازک
bn:00101125a	نازک
bn:00101126a	نازک
bn:00101128a	خوشگوار
bn:00101137a	پاگل
bn:00101148a	جمہوری
bn:00101149a	جمہوری
bn:00101150a	عوامی
bn:00101150a	مقبول
bn:00101180a	سست
bn:00101186a	قابل
bn:00101189a	اچھا
bn:00101190a	منحصر
bn:00101192a	منحصر
bn:00101202a	تباہ
bn:00101230a	مستحق
bn:00101237a	قابل
bn:00101256a	تباہ
bn:00101257a	تباہ
bn:00101263a	الگ
bn:00101268a	تفصیلی
bn:00101347a	مختلف
bn:00101348a	مختلف
bn:00101349a	مختلف
bn:00101350a	مختلف
bn:00101358a	سخت
bn:00101358a	مشکل
bn:00101390a	سادہ
bn:00101394a	کم
bn:00101405a	سفارتی
bn:00101406a	سفارتی
bn:00101429a	ناپاک
bn:00101429a	گندہ
bn:00101440a	معذور
bn:00101448a	مایوس
bn:00101459a	واضح
bn:00101507a	مغرور
bn:00101508a	بیمار
bn:00101515a	ناخوش
bn:00101535a	الگ
bn:00101560a	ناراض
bn:00101571a	پریشان
bn:00101595a	دور
bn:00101601a	الگ
bn:00101601a	واضح
bn:00101602a	الگ
bn:00101602a	واضح
bn:00101605a	ممتاز
bn:00101606a	ممتاز
bn:00101611a	پریشان
bn:00101612a	ناخوش
bn:00101614a	پریشان
bn:00101628a	مختلف
bn:00101629a	مختلف
bn:00101680a	گھریلو
bn:00101681a	گھریلو
bn:00101682a	گھریلو
bn:00101687a	غالب
bn:00101698a	ختم
bn:00101741a	مشکوک
bn:00101742a	مشکوک
bn:00101788a	انگیز
bn:00101795a	طویل
bn:00101836a	مست
bn:00101839a	خشک
bn:00101840a	خشک
bn:00101874a	سست
bn:00101917a	متحرک
bn:00101929a	ایک
bn:00101935a	ابتدائی
bn:00101936a	ابتدائی
bn:00101937a	ابتدائی
bn:00101938a	ابتدائی
bn:00101939a	ابتدائی
bn:00101944a	سنجیدہ
bn:00101965a	مشرقی
bn:00101967a	مشرقی
bn:00101968a	مشرقی
bn:00101973a	آسان
bn:00101974a	آسان
bn:00101975a	آسان
bn:00101976a	آسان
bn:00101997a	حقیقی
bn:00102001a	اقتصادی
bn:00102001a	معاشی
bn:00102002a	اقتصادی
bn:00102002a	معاشی
bn:00102003a	اقتصادی
bn:00102006a	اقتصادی
bn:00102027a	یافتہ
bn:00102029a	تعلیمی
bn:00102030a	تعلیمی
bn:00102038a	مؤثر
bn:00102039a	مؤثر
bn:00102040a	مؤثر
bn:00102041a	مؤثر
bn:00102042a	مؤثر
bn:00102044a	قانونی
bn:00102052a	آسان
bn:00102068a	لچکدار
bn:00102076a	عجیب
bn:00102079a	منتخب
bn:00102081a	انتخابی
bn:00102111a	بنیادی
bn:00102111a	سادہ
bn:00102113a	بڑا
bn:00102113a	عظیم
bn:00102115a	بلند
bn:00102147a	علامتی
bn:00102161a	جذباتی
bn:00102162a	جذباتی
bn:00102163a	جذباتی
bn:00102176a	خالی
bn:00102177a	خالی
bn:00102242a	مصروف
bn:00102268a	بڑا
bn:00102268a	عظیم
bn:00102268a	غیر
bn:00102277a	تمام
bn:00102277a	سارا
bn:00102277a	پورا
bn:00102277a	پوری
bn:00102277a	کل
bn:00102278a	پورا
bn:00102278a	پوری
bn:00102336a	برابر
bn:00102362a	کھڑا
bn:00102384a	غلط
bn:00102387a	سابق
bn:00102398a	خاص
bn:00102400a	ضروری
bn:00102400a	لازمی
bn:00102401a	ضروری
bn:00102408a	اچھا
bn:00102408a	اچھی
bn:00102417a	اخلاقی
bn:00102418a	اخلاقی
bn:00102454a	برابر
bn:00102455a	برابر
bn:00102458a	باقاعدہ
bn:00102466a	تمام
bn:00102466a	سب
bn:00102469a	معمولی
bn:00102474a	برا
bn:00102487a	عین
bn:00102500a	زیادہ
bn:00102521a	ممکن
bn:00102535a	مکمل
bn:00102542a	موجودہ
bn:00102543a	اصل
bn:00102543a	ذاتی
bn:00102548a	موجودہ
bn:00102549a	موجود
bn:00102549a	موجودہ
bn:00102565a	عظیم
bn:00102569a	متوقع
bn:00102576a	مہنگا
bn:00102576a	مہنگی
bn:00102576a	مہنگے
bn:00102589a	صریح
bn:00102589a	واضح
bn:00102600a	کھلنا
bn:00102617a	بڑا
bn:00102617a	وسیع
bn:00102622a	بیرونی
bn:00102624a	بیرونی
bn:00102625a	بیرونی
bn:00102626a	بیرونی
bn:00102649a	غیر
bn:00102649a	معمولی
bn:00102651a	غیر
bn:00102658a	شدید
bn:00102670a	زرخیز
bn:00102713a	سست
bn:00102720a	مناسب
bn:00102728a	وفادار
bn:00102746a	غلط
bn:00102747a	غلط
bn:00102765a	خیالی
bn:00102766a	خیالی
bn:00102782a	عام
bn:00102794a	مزید
bn:00102802a	تیز
bn:00102807a	تیز
bn:00102807a	فوری
bn:00102820a	موٹا
bn:00102824a	امیر
bn:00102827a	مہلک
bn:00102848a	دوستانہ
bn:00102852a	خوفزدہ
bn:00102866a	نااہل
bn:00102868a	زرخیز
bn:00102869a	زرخیز
bn:00102870a	وفاقی
bn:00102871a	وفاقی
bn:00102872a	وفاقی
bn:00102881a	خوش
bn:00102895a	وحشی
bn:00102901a	وحشی
bn:00102905a	زرخیز
bn:00102920a	چند
bn:00102920a	کم
bn:00102938a	معمولی
bn:00102938a	چھوٹا
bn:00102943a	شدید
bn:00102965a	گندہ
bn:00102969a	آخری
bn:00102969a	حتمی
bn:00102969a	خالص
bn:00102970a	حتمی
bn:00102971a	مالی
bn:00102971a	مالیاتی
bn:00102972a	عمدہ
bn:00102986a	تیار
bn:00102986a	ختم
bn:00102986a	مکمل
bn:00102987a	تیار
bn:00102987a	ختم
bn:00102991a	محدود
bn:00102997a	مضبوط
bn:00102998a	مضبوط
bn:00102998a	ٹھوس
bn:00102999a	مضبوط
bn:00103000a	مضبوط
bn:00103000a	ٹھوس
bn:00103006a	پہلا
bn:00103006a	پہلی
bn:00103007a	افتتاحی
bn:00103007a	پہلا
bn:00103007a	پہلی
bn:00103008a	پہلا
bn:00103008a	پہلی
bn:00103023a	مناسب
bn:00103024a	مناسب
bn:00103031a	مناسب
bn:00103032a	مناسب
bn:00103040a	مستقل
bn:00103040a	مقرر
bn:00103041a	مقرر
bn:00103043a	قائم
bn:00103058a	برابر
bn:00103088a	تیز
bn:00103095a	بھاری
bn:00103118a	اونی
bn:00103127a	سرخ
bn:00103134a	ہموار
bn:00103135a	مائع
bn:00103172a	اگلا
bn:00103191a	ممنوع
bn:00103192a	مجبور
bn:00103193a	جبری
bn:00103205a	بیرونی
bn:00103205a	ملکی
bn:00103206a	غیر
bn:00103206a	ملکی
bn:00103223a	رسمی
bn:00103225a	رسمی
bn:00103232a	سابق
bn:00103232a	پہلا
bn:00103233a	سابق
bn:00103248a	خوش
bn:00103282a	نازک
bn:00103285a	نازک
bn:00103291a	پاگل
bn:00103299a	آزاد
bn:00103299a	آزادانہ
bn:00103299a	مفت
bn:00103300a	آزاد
bn:00103301a	آزاد
bn:00103304a	آزاد
bn:00103316a	الگ
bn:00103316a	علیحدہ
bn:00103324a	اکثر
bn:00103325a	اکثر
bn:00103326a	تازہ
bn:00103327a	تازہ
bn:00103328a	تازہ
bn:00103328a	جدید
bn:00103328a	نئی
bn:00103328a	نئے
bn:00103328a	نیا
bn:00103329a	تازہ
bn:00103332a	تازہ
bn:00103334a	غیر
bn:00103344a	دوستانہ
bn:00103349a	برفانی
bn:00103349a	منجمد
bn:00103374a	منجمد
bn:00103375a	منجمد
bn:00103391a	بھرا
bn:00103395a	اچھا
bn:00103395a	اچھی
bn:00103395a	مند
bn:00103395a	پورا
bn:00103424a	بنیادی
bn:00103425a	بنیادی
bn:00103451a	اگلا
bn:00103507a	عام
bn:00103507a	عمومی
bn:00103507a	مجموعی
bn:00103508a	عام
bn:00103508a	عمومی
bn:00103534a	نرم
bn:00103535a	نرم
bn:00103536a	نرم
bn:00103538a	حقیقی
bn:00103541a	جغرافیائی
bn:00103581a	بڑا
bn:00103601a	خوش
bn:00103603a	خوش
bn:00103624a	عالمی
bn:00103672a	اچھا
bn:00103672a	اچھی
bn:00103673a	اچھا
bn:00103673a	نیک
bn:00103674a	اچھا
bn:00103674a	اچھی
bn:00103675a	اچھا
bn:00103675a	سیدھا
bn:00103676a	اچھی
bn:00103677a	اچھا
bn:00103678a	اچھا
bn:00103678a	اچھی
bn:00103680a	سنجیدہ
bn:00103680a	سنگین
bn:00103716a	آہستہ
bn:00103742a	تیز
bn:00103742a	واضح
bn:00103757a	ضروری
bn:00103758a	سنگین
bn:00103779a	بڑا
bn:00103779a	عظیم
bn:00103779a	لمبی
bn:00103780a	بڑا
bn:00103780a	عظیم
bn:00103781a	عظیم
bn:00103783a	عظیم
bn:00103785a	یونانی
bn:00103803a	سخت
bn:00103813a	خوفناک
bn:00103831a	مجرم
bn:00103832a	مجرم
bn:00103931a	غریب
bn:00103933a	خوش
bn:00103936a	سخت
bn:00103936a	مشکل
bn:00103937a	سخت
bn:00103938a	سخت
bn:00103945a	سخت
bn:00103956a	عملی
bn:00103970a	محنتی
bn:00103971a	مضبوط
bn:00103973a	پاگل
bn:00103981a	آہنگ
bn:00103987a	سخت
bn:00103988a	سخت
bn:00103993a	تیز
bn:00104025a	صحت
bn:00104026a	صحت
bn:00104041a	گرم
bn:00104042a	گرم
bn:00104050a	بھاری
bn:00104051a	بھاری
bn:00104051a	شدید
bn:00104052a	بھاری
bn:00104052a	شدید
bn:00104079a	عبرانی
bn:00104134a	مختلف
bn:00104162a	بلند
bn:00104163a	بلند
bn:00104164a	بلند
bn:00104165a	بلند
bn:00104221a	تاریخی
bn:00104223a	تاریخی
bn:00104224a	تاریخی
bn:00104253a	اندرونی
bn:00104253a	قومی
bn:00104262a	گھریلو
bn:00104286a	یکساں
bn:00104302a	سچا
bn:00104328a	افقی
bn:00104336a	خوفزدہ
bn:00104348a	گرم
bn:00104350a	گرم
bn:00104352a	گرم
bn:00104353a	گرم
bn:00104381a	پاگل
bn:00104384a	انسانی
bn:00104385a	انسانی
bn:00104386a	انسانی
bn:00104389a	انسانی
bn:00104411a	زخمی
bn:00104416a	خاموش
bn:00104500a	مثالی
bn:00104501a	مثالی
bn:00104505a	جیسا
bn:00104506a	جیسا
bn:00104510a	قابل
bn:00104538a	بیمار
bn:00104549a	بدنام
bn:00104562a	قانونی
bn:00104564a	قانونی
bn:00104567a	غیر
bn:00104568a	لامحدود
bn:00104574a	غیر
bn:00104589a	جوان
bn:00104589a	نوجوان
